;User;Rule Name;Goal;ECA;Environment;Object/service;Functionality;Operator;Value;Next Operator;Context;Class
311;15;Mantieni temperatura ;wellbeing/health;condizione;no;meteo ;temperatura esterna ;minore ;15°;AND;;weather
312;15;Mantieni temperatura ;wellbeing/health;condizione;home ;termometro casa;temperatura ;minore ;19°;;;temperature
313;15;Mantieni temperatura ;wellbeing/health;azione;no;telefono ;notifica;/;"""il camino sta per spengersi""";;;notification
314;15;Mantieni temperatura ;wellbeing/health;azione ;home ;riscaldamento ;acceso/spento ;uguale ;acceso ;;;temperature
315;15;citofono smart ;security;evento;entrance;campanello ;suona;uguale ;TRUE;AND;;entrances
316;15;citofono smart ;security;condizione;home ;sensore di movimento ;presenza ;uguale ;FALSE;;;presence
317;15;citofono smart ;security;azione;no;telefono ;notifica ;/ ;"""qualcuno sta suonado il campanello""";;;notification
318;15;citofono smart ;security;azione;entrance;speaker campanello ;notifica ;;"""al momento nessuno può aprire""";;;communication
319;16;Frigo aperto;energy saving;condizione;kitchen;frigorifero;Rileva apertura porta frigo;uguale;TRUE;;;feeding
320;16;Frigo aperto;energy saving;azione;no;cellulare;messaggio;/;"""Chiudi il frigo""";;;notification
321;16;Persiane aperte;security;condizione;home;persiane;rilevare apertura persiane;uguale;FALSE;;Quando non c'è nessuno in casa;doors and windows
322;16;Persiane aperte;security;azione;home;Alexa;promemoria;uguale;"""Chiudi le persiane""";AND;Quando non c'è nessuno in casa;notification
323;16;Persiane aperte;security;azione;home;allarme;avviso sonoro;uguale;ON;;Quando non c'è nessuno in casa;notification
324;16;Condizionatore;safety;evento;home ;finestra (sensore);rileva vicinanza bambino;uguale;TRUE;AND;;kids
325;16;Condizionatore;safety;condizione;home ;finestra;rileva apertura;uguale;TRUE;;;doors and windows
326;16;Condizionatore;safety;azione;home ;finestra;chiusura finestra;uguale;OFF;;;doors and windows
327;16;TV accesa;comfort;condizione;living room;TV;rileva accensione TV;uguale;ON;AND;;device
328;16;TV accesa;comfort;condizione;living room;orario;rileva orario;maggiore o uguale;>= 23:30;;;scheduling
329;16;TV accesa;comfort;azione;living room;TV;spegni TV;uguale;OFF;AND;;device
330;16;TV accesa;comfort;azione;home;Alexa;messaggio vocale;/;"""Vai a dormire""";;;notification
